Name,Description,Date,IntensityId,Length,CoachId,GenreIdList,SongIdList,SpotifyLink,WorkoutId,MaxTargets,LocationIdList,WorkoutType,MaxScore,MaxDodges,MaxKneeStrikes,MaxTriangles
"Rock The Ages ""Party On""",Party on with Coach Dwana in this driving and punchy 90s Rock workout. Lots of 'tude baked into these hits.,8/17/2022,3,19:05,32,"19, 20","2369, 3015, 1903, 863, 2262",https://open.spotify.com/playlist/45P7hPULWby0c7EWkHcVKl,2276,1865,"50, 161, 135, 107, 34",boxing,681,588,,1
"A Call To Arms ""Root For Your Core""",Work those arms and shoulders while Coach Raneir reminds you to light up your core and back muscles. Arm up for this body-focused journey with an emotional Rock and cathartic Pop set to boot!,8/17/2022,1,24:44:00,27,19,"2997, 237, 350, 1983, 2998, 1442",https://open.spotify.com/playlist/0Lkhlk5CJA4QnbRsao8SDE,2275,2239,"17, 2, 156, 140, 38, 101",classic,465,,,58
"Broken Dreams Team ""We're Going Up""",Bleeding hearts unite with Coach Leanne for an intense and driven workout that throws you into 00s and 10s Emo and Pop Punk standards.,8/18/2022,2,23:34,25,"19, 20","1056, 367, 1378, 2912, 416, 688",https://open.spotify.com/playlist/1UG4idUTVQXljXkZTmx2ht,2321,2975,"35, 99, 91, 138, 11, 62",classic,845,,,835
"Just Dance ""Nothing to Lose""","Join Coach Leanne in this Dance Pop throwback to the early 10s, a knockout of crossover bangers that light up your heart as they make you move.",8/18/2022,1,15:20,25,"19, 22","2587, 2267, 3042",https://open.spotify.com/playlist/2jdh5HEOPBbfBL6uvx2e77,2274,749,"87, 117, 146",boxing,315,439,,1
Quick Hits Guilty Pleasures,"Is all you wanna do just have a little fun with Coach Raneir? Pop into this Quick Hit and reacquaint yourself with the best rustic, sun-soaked Alt-Rock that the 90s had to offer.",8/21/2022,1,10:29,27,"19, 20","2738, 1658",https://open.spotify.com/playlist/1nsLDXU0Pe99Lvxp46mQ0W,2283,907,"74, 32",classic,224,,,142
"Pros Only ""Be Your Ride or Die""",You're hitting the club with Coach Raneir for to-the-point and to-the-tippy-top workout that's big-room House and EDM Pop.,8/20/2022,3,26:31:00,27,"19, 22","1441, 1175, 3012, 3013, 3014, 2426",https://open.spotify.com/playlist/0kITYhO9OLkfQRS9xXUaAj,2279,5185,"115, 48, 113, 33, 86, 45",classic,1334,,,993
"Hair Brained ""Ready for the New Sensation""","Strike a pose and get ready to mosh with Coach Dwana in this all-killer, no-filler run through 80s Glam Rock and Metal go-tos.",8/19/2022,1,18:37,32,20,"2984, 1862, 2853, 654, 2983",https://open.spotify.com/playlist/2GwHabP0Qccou59gAisNie,2271,1616,"56, 108, 46, 127, 124",classic,449,,,420
Quick Hits Rap-ture,"It's going down with Coach Raneir in this short-form, big-energy Hip Hop party jams workout.",8/21/2022,3,9:08,27,"20, 21","2775, 870",https://open.spotify.com/playlist/5ynB8xo2cNqAjEUsb2Ljw5,2281,1232,"75, 77",classic,373,,,423
Quick Hits Dance Around The World,"Take a quick trip to Spain and Belgium with Coach Doc in this Eurocentric Quick Hit that's light, effervescent Pop—with a twist of Reggaeton.",8/21/2022,2,7:59,28,19,"2784, 2558",https://open.spotify.com/playlist/6BbMFyfS7m80SQN8DmL3Hv,2282,768,"95, 100",classic,305,,,506
"Meditation ""Motivation""",Sustaining motivation over the long haul can be difficult for anyone but the key to staying motivated does not solely rely on the mind. Action is needed to breed motivation.,8/20/2022,4,6:15,28,,,,2280,0,,meditation,,,,0
"Mood Booster ""Be Sweet""","Galvanize your spirit and get that mood boosted, athlete! Rethink your limits and catch lightning in a bottle alongside Coach Doc with this current Electro Pop set.",8/19/2022,3,12:33,28,"19, 22","3034, 2499, 2771",https://open.spotify.com/playlist/08D6uiTB0MnODAmD9Ro4i5,2270,1204,"20, 18, 64",boxing,493,635,,1
"Self Love ""I Am A Riser""",Find out what it means to Coach Mark to be a Riser. Get back to your roots with an empowering and playful playlist.,8/20/2022,2,24:52:00,33,"20, 25","3027, 1924, 2804, 1084, 2855",https://open.spotify.com/playlist/29GYNgmgSrhOe5h7H8YnPV?si=a599a08fdba34735&nd=1,2278,1565,"159, 161, 90, 72, 79",boxing,672,946,,1
"Moment @ Dent de Crolles, France","A smile would be a fitting reaction to viewing Dent de Crolles for both its majestic beauty and its translation (""dent"" is the French word for ""tooth""). To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",8/19/2022,4,10:04,31,,1207,,2464,0,155,meditation,,,,0
"Molten Rock ""Know How It Goes""","Coach Leanne is here to make you sweat—and shred. Here, we have a workout that's densely-packed Hard Rock and Bluesy chuggers from the 00s and 10s.",8/22/2022,3,20:07,25,20,"3061, 1871, 642, 1807, 2660",https://open.spotify.com/playlist/79ArrZFMUClisWAmXbe70E,2287,2932,"34, 140, 17, 79, 117",classic,767,,,603
"Pop Till You Drop ""Introducing Coach Mindy""","Step into the ring with Supernatural's newest Coach, Mindy Lai. Hit and slip to these infectious Top 40 Pop anthems.",8/22/2022,2,12:12,40,19,"2885, 2751, 2176",https://open.spotify.com/playlist/4rfUCDyZeZG6UeNEcXRrjK?si=58c5709027d64876,2169,835,"33, 2, 62",boxing,319,301,,1
"Rock The Classics ""By Your Side""",Take a tumble with the Classic Rock greats from the 60s and 70s alongside Coach Doc. A collection of loving and spiritually uplifting songs  that will certainly lighten and brighten.,8/24/2022,1,18:46,28,20,"3054, 2956, 309, 3053, 3055",https://open.spotify.com/playlist/1hSFyXfAPkh7kYvvBtBuvi,2289,1548,"89, 78, 69, 141, 27",classic,469,,,533
"Pop Till You Punk ""Exhaustion Row""",Scream(o) it all out with Coach Raneir in this 00s and 10s Pop Punk and Emo blitz.,8/24/2022,3,19:24,27,20,"687, 366, 371, 1850, 2233",https://open.spotify.com/playlist/4NRsin3XKc1ZJRh8py3pGy,2288,2270,"54, 67, 123, 58, 2",boxing,800,580,,1
"Hip Hop You Don't Stop ""What Do You Choose""",Coach Doc's on the decks for this late-80s and early-90s Hip Hop house party (or block party?) Swinging beats and loose drums will keep you on your toes.,8/23/2022,1,14:45,28,21,"2228, 3033, 1080",https://open.spotify.com/playlist/5O4FepiG066RQYol2Gh5fc,2290,592,"52, 16, 41",boxing,281,455,,1
"Strut ""Make Your Move""","Swagger through a chunky chugger, big Rock licks and Bluesy riffs that will shake you to your core, with Coach Mark.",8/23/2022,2,21:03,33,20,"855, 3029, 1095, 1799, 2164, 170",https://open.spotify.com/playlist/6OXlOG9BeRsOLvCXIsP1Ns,2285,2299,"84, 97, 44, 138, 105, 8",classic,638,,,595
"Retrofit ""Flashback Fit""",March to the beat of your own drum in this solidly 80s rock playlist. Coach Mark is along for the ride to help you keep the rhythm.,8/25/2022,3,17:12,33,19,"2139, 1889, 2563, 2138",https://open.spotify.com/playlist/09J9FbrftMhq6kRKdxaYuT,2293,1793,"127, 18, 83, 101",boxing,621,407,,1
"Reggae Getaway ""You're a Rainbow""",Take a deep breath and fill your heart with sunshine and joy; this workout with Coach Doc is a sunny Flow through Island flavors and diasporic styles found around the globe.,8/25/2022,2,19:13,28,"19, 104","2344, 2198, 2865, 2866, 1704",https://open.spotify.com/playlist/0fGYKAI8dFUYvoPMVE8wGD,2099,2327,"5, 112, 66, 111, 16",classic,683,,,726
Coach Doc- Goals and Streaks Messages - 1 ,Coach Doc- Goals and Streaks Messages - 1,3/15/2022,5,0:50,28,,,,1753,0,,stretch,,,,1
"Girl Power ""Sting Like A Bad Bee""","Gloat like a girlboss, sting like a bad B with Coach Leanne. Get sassy, moody and nasty to femme-forward Hip Pop bangers as we celebrate Women's Equality Day.",8/26/2022,2,17:32,25,21,"3070, 1796, 1389, 3071",https://open.spotify.com/playlist/3LF3dmXv4h0BzSULssBb9D?si=cebf947f40ea416c,2304,973,"45, 159, 91, 11",boxing,449,723,,1
"Moment @ Sahara el Beyda, Egypt","Unique chalk rock formations sculpted by sandstorms seemingly grow from the ground of Egypt's White Desert National Park. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",8/26/2022,4,10:05,31,,1224,,2465,0,145,meditation,,,,0
"Girl Power ""Keep On Burnin'""",Keep the wheel turning and get your body burning with these timeless trailblazers! Start this set nice and finish tough alongside Coach Dwana as we celebrate Women's Equality Day.,8/26/2022,1,18:27,32,"19, 23","3082, 3083, 297, 3084, 3085",https://open.spotify.com/playlist/2hDmtt5yLWsI1xhqdXA9at?si=3df6bb9e92594210,2295,1457,"123, 135, 47, 87, 118",classic,436,,,484
"Stretching ""Lower Body""","Relax and reset in this stretch with Coach Mark. Start with focused breathing, then move on to stretch and release the muscles of your lower body, and finish feeling restored and refreshed.",8/27/2022,5,7:39,33,,,,2296,0,,stretch,,,,1
"Self Love ""I Am Me""",Change the world without changing yourself. Embrace who you are without fear of other people's opinions or your own. Discover the real you with Coach Mindy and a Pop playlist overflowing with confidence.,8/27/2022,1,19:41,40,19,"1503, 783, 1719, 1135, 3065",https://open.spotify.com/playlist/2mf04JZ0uK5dfcqQYfGjP3?si=ea97bbe902144f2c,2294,994,"94, 115, 155, 90, 100",boxing,494,957,,1
"Just Dance ""No Place I'd Rather Be""",Hop on the Pop party bus (or motorcycle) with Coach Raneir for a tour de force of contemporary Dance remixes of your favorite radio hits. Do start now.,8/27/2022,3,21:58,27,19,"2967, 2178, 2434, 2964, 2225, 2965",https://open.spotify.com/playlist/5czPMJvWbfvezpPBtkMVlH,2239,3303,"29, 73, 6, 99, 34, 59",classic,777,,,390
Quick Hits Hair Brained,It's time to shine with Coach Doc in this short-form workout that launches you straight into peak 80s Hair Metal and Glam debauchery.,8/28/2022,3,10:22,28,20,"2670, 2854",https://open.spotify.com/playlist/2FUOWPD8lhGwatQR97MgaC,2297,928,"28, 37",boxing,377,477,,1
"Quick Hits Pump, You Up 90s",You can count on Coach Raneir to bring the best of 90s Alternative Rock in this Quick Hit.,8/28/2022,2,10:19,27,20,"1657, 1659",https://open.spotify.com/playlist/3OYmegFOJMwiIdujrtP6I3,2298,691,"80, 47",boxing,289,401,,1
Quick Hits Rap-ture,Come and get it with Coach Doc in this short-form Hip Hop workout that'll make you wonder how this ring turned into a nightclub.,8/28/2022,1,8:32,28,21,"2547, 2009",https://open.spotify.com/playlist/6CD33o7EwrdEBJJO5LW6Xg,2299,359,"38, 64",boxing,130,81,,1
"Retrofit ""Dancing Free""","Get up on your feet, athlete, and welcome a true queen of pop as she makes her Supernatural artist debut! Sing along with Coach Dwana to these infectious Dance Pop anthems from the totally awesome 80s.",8/29/2022,2,22:55,32,19,"3068, 3172, 987, 2138, 3180",https://open.spotify.com/playlist/2IR5aQrv47y2opS4rDfRkj?si=76571b9c07854e00&nd=1,2363,2905,"69, 103, 180, 41, 50",classic,782,,,670
"Joy ""Make It Happen""",Let Coach Doc lift your spirits! Spar with a smile to this empowering and uplifting Dance Pop playlist.,8/29/2022,2,13:41,28,"19, 22","3080, 3079, 3078",https://open.spotify.com/playlist/03XOEcQmK5fZba4wZi6pd7?si=696bd2c59c1e4a25,2340,998,"143, 158, 69",boxing,454,759,,1
"Pop Till You Drop ""What Will You Sacrifice?""","Coach Doc's going bubblegum with this workout. Lock in for the sugar-rush these contemporary female Pop artists specialize in. Guilty-free confection, though; this candy has no empty calories.",8/30/2022,3,15:34,28,"19, 22","2464, 2465, 2765, 3049",https://open.spotify.com/playlist/6nS0xROznoNzmbNLOv8g6F,2302,1518,"60, 155, 91, 32",boxing,547,454,,1
"Hoedown Throwdown ""Remixed, I Reckon""",It's time for a remixed ruckus in the ring with Coach Mindy. Dust off your gloves and your boots for this current Country remix set list.,8/31/2022,2,11:16,40,"22, 25","2878, 2879, 2877",https://open.spotify.com/playlist/4hrrJJLcwISObAyvBfLSGt?si=79a47b169d50457d,2186,684,"98, 67, 146",boxing,297,399,,1
"Mood Booster ""Can't Help Yourself""","It's jukebox jams—classic 60s and early-70s R&B, Soul, Pop—with Coach Doc in this spirited, lively workout.",8/30/2022,1,16:43,28,"19, 23","330, 1101, 509, 532, 3086",https://open.spotify.com/playlist/2CGlQNAXFYRUNbMAnxoZAT,2303,1425,"118, 50, 138, 116, 160",classic,392,,,358
"Guilty Pleasures ""Bring It All Back""","Party like it's 1999 (ish) with this Coach Raneir throwback, which jumps head-first into teen Pop from the turn of the millennium.",8/31/2022,3,13:43,27,19,"3075, 2092, 1788, 2094",https://open.spotify.com/playlist/45oLsTVfnvoybzwnwM8i1N,2305,1793,"93, 161, 73, 146",classic,458,,,332
"Rap-ture ""Home is Here""","Leave your mark in this Hip Hop–Pop crossover workout with Coach Raneir. Too old to be new, too new to be classic.",9/1/2022,1,17:05,27,21,"1115, 1132, 2546, 3101",https://open.spotify.com/playlist/50KFqSDcoI5sImLZxtUbCQ,2336,791,"44, 2, 77, 99",boxing,362,598,,1
"A Call To Arms ""Juke and Jive""",Jive and juke your way through this all-out arms burnout with Coach Raneir. Bop along to a kitschy Jazz Dance set and remind yourself that a little fun on your journey to the finish line is what it's all about!,9/1/2022,2,24:35:00,27,"22, 23","2999, 3000, 2677, 2054, 2055, 2422",https://open.spotify.com/playlist/3BbJmZyrBvGNq27kHnaSvP?si=040e7669d53b4b5c&nd=1,2259,3745,"8, 59, 69, 34, 158, 60",classic,766,,,59
Quick Hits Freedom Rock,Coach Dwana is ready to lead you through this Quick Hit Flow workout featuring a pair of dreamy rock tracks that will transport you right back to the mid-70s.,9/4/2022,1,9:42,32,20,"322, 1041",https://open.spotify.com/playlist/2gi4kwxxEPqr2M6awoAXIv,2301,677,"86, 103",classic,191,,,186
Quick Hits Shower Songs,"Come-ah, come-ah, come-ah, come-ah on this short-form flip through 80s Pop hits with Coach Mark.",9/4/2022,2,10:37,33,19,"1887, 430",https://open.spotify.com/playlist/3fPwnRfNVjSITQ0msFuVXR,2318,904,"20, 124",classic,325,,,483
Quick Hits Hoedown Throwdown,Coach Dwana is taking you for a spin into contemporary Country classics for this Quick Hit.,9/4/2022,3,8:52,32,25,"2213, 1470",https://open.spotify.com/playlist/7Da44qVbWYXnOBe36Fpdw6,2317,1382,"81, 48",classic,315,,,130
"Super Monster ""Stronger Together""","It's time to do work, athlete! Join Coaches Doc and Mark for our first ever Boxing Super Monster. Push yourself to a 45 minute set full of familiar Pop, Rock and Hip Hop favorites.",9/5/2022,2,46:12:00,22,"19, 20","2456, 1572, 1632, 2752, 2557, 777, 2267, 1791, 1611, 2467, 2827, 2156",https://open.spotify.com/playlist/2jIHWxlHLyAm2vZIjfFsVQ?si=1d9c17f5d4fe4142&nd=1,2306,3238,"108, 159, 34, 59, 158, 80, 163, 160, 27, 62, 33, 146",boxing,1314,1623,,1
"Self Love ""I Am A Fighter""","Break through your barriers and come out on top, athlete. Fuel your inner fighter flame alongside Coach Dwana.",9/3/2022,1,20:35,32,"19, 21","1398, 273, 3046, 1127, 3050",https://open.spotify.com/playlist/0oEjR9oPH8bkDLr9nToVsH?si=0365d8bc131646e5&nd=1,2315,1022,"89, 158, 1, 25, 90",boxing,483,830,,1
"Break Stuff ""Fire It Up""",Plug in for a riffy rumble through 00s and 10s Hard Rock full-throttle chuggers with Coach Mark.,9/3/2022,3,21:31,33,20,"2171, 2552, 1708, 1227, 1601, 843",https://open.spotify.com/playlist/1XWSW3uAALH9V2soBl873x,2291,3268,"55, 46, 2, 145, 79, 54",classic,785,,,441
"Y2K Babyyy ""Y2(U)K Lady Invasion""",Hop across the pond with Coach Leanne as your guide. Tour back to the early-00s with a playlist featuring a few favourite UK songbirds.,9/2/2022,1,17:22,25,"19, 23","2512, 1569, 3077, 3076",https://open.spotify.com/playlist/704J7Q151hl8uMQwpDS5xO,2313,1371,"41, 27, 70, 17",classic,396,,,408
"Superfreak ""Lost in Disco""",Coach Raneir is coming for you in this Disco dance-off soundtracked by classics from the genre's peak era—circa 1978.,9/5/2022,1,26:40:00,27,19,"3099, 3098, 473, 2060, 2613, 481",https://open.spotify.com/playlist/2VCLVzZuyDyHScQQAeNRek,2314,2043,"13, 105, 92, 141, 112, 11",classic,626,,,725
"Moment @ Vasquez Rocks, California","Sediment and seismic activity has resulted in the remarkable rock formations of Vasquez Rocks in northern Los Angeles County. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/2/2022,4,10:04,31,,1226,,2466,0,135,meditation,,,,0
"Meditation ""Conscious Choice""",Thousands of things happen in our lives everyday and we get to respond. Those responses can be unconscious and just a pattern but we can take ownership. Make your life a conscious choice in every move you make.,9/3/2022,4,5:41,28,,,,2316,0,,meditation,,,,0
"Rock Hard ""Who Will You Become""","Smash, thrash, and crash through a wicked, fierce Hard Rock workout with Coach Mark. You'll be buzzing.",9/2/2022,2,23:27,33,20,"3094, 3095, 2299, 2231, 527",https://open.spotify.com/playlist/3wor3fUugloHvnmCOWLhLz,2342,2006,"28, 51, 6, 38, 56",boxing,733,664,,1
"The Drop ""Flurry Frenzy""","Get fired up for a ferocious, flurry-filled set, athlete. Power through a feverish and restless set of intense EDM alongside Coach Leanne.",9/7/2022,3,15:52,25,22,"1251, 3067, 1896, 3066",https://open.spotify.com/playlist/0YmrGT3gZnVZyPNpFp9Vlq,2312,1673,"138, 48, 82, 45",boxing,669,775,,1
"Pop Till You Punk ""Like Breaking Free""",Coach Mark has an Emo and Pop-Punk throwback party planned for you. Jump into the pit and mosh around with him like it's 2003.,9/7/2022,2,18:36,33,20,"421, 3091, 2436, 3093, 3092",https://open.spotify.com/playlist/1eqGDA9PbvoLFk4zNqaCHT?si=58fe2ba956b54385,2339,2123,"94, 100, 33, 58, 117",classic,629,,,683
"Freedom Rock ""The Rhythm Is Right""",Get down to some 60s and 70s American Roots Rock classics with Coach Doc in this gritty and sassy workout.,9/6/2022,1,13:34,28,20,"2829, 1679, 1257",https://open.spotify.com/playlist/5lGtnRgvERdmbSyJJpvGHx,2286,611,"98, 67, 65",boxing,278,439,,1
"Just Dance ""Work Hard, Play Hard""","Rewind back to the early 10s with these dance party favorites! Bump, grind and feel fly with Coach Dwana.",9/6/2022,3,21:03,32,"19, 22","239, 867, 353, 2457, 3103",https://open.spotify.com/playlist/2VFvZlwCnyZqF6LjqIBhGf?si=c14c3ae6a98e48fa&nd=1,2337,3493,"161, 43, 25, 42, 79",classic,928,,,765
"Abs-o'licious ""Rock the Party""","Get down and dirty with Coach Leanne for a turned-up, booty-bustin' pile of late-00s and early-10s funky Dance Pop party jams.",9/8/2022,1,21:10,25,19,"869, 3088, 171, 3087, 1979",https://open.spotify.com/playlist/4yIN7pEYrK0W3tRBKQ3oD4,2341,1995,"108, 159, 35, 5, 136",classic,656,,,859
"Y2K Babyyy ""Coming Out Of The Cage""",Dust off your MP3 player and click wheel through to this all-out 00s Rock list. Sing along during this slug fest to these familiar favorites with Coach Mark!,9/8/2022,2,11:58,32,20,"329, 1902, 1933",https://open.spotify.com/playlist/1RRaIRANnbbcBwpLoab9cq?si=3c03fe29ba754f2b&nd=1,2357,829,"113, 70, 77",boxing,329,369,,1
"Meditation ""Settle In""","No one wants to settle for anything in life, which causes you to constantly look for the next thing. We wait and hope for what lies around the corner in anticipation that it will be bigger and better. You don’t need to settle but in order to see the next thing, you must settle in.",9/10/2022,4,6:11,28,,,,2345,0,,meditation,,,,0
"Self Love ""I Am Everything""","Flourish in your ferocity, athlete. Fan your own flames and feel both fresh and fabulous alongside Coach Raneir and this set of Dance Pop floor-fillers.",9/10/2022,3,20:09,27,"19, 22","1900, 3032, 3031, 1208, 1036",https://open.spotify.com/playlist/3nzcB6vpIAohXNYKXO20mW?si=15f92c95781d4628&nd=1,2325,2884,"67, 66, 146, 17, 139",classic,779,,,675
"Retrofit ""Be Straight Up""","Flash back to the 80s with Coach Dwana. Turn up the volume and the fierceness for this femme-forward, powerful Pop hit list.",9/10/2022,1,13:57,32,19,"2880, 2808, 974",https://open.spotify.com/playlist/5eNGjxr7xGCZkvgCA1PLXT?si=b8a5224a7f834505&nd=1,2172,657,"64, 145, 37",boxing,285,398,,1
Swedish House Mafia Artist Series,"Get ready to save the world with pioneers of Electronic music, Swedish House Mafia. Feel paradise again with a Supernatural Artist Series workout that’s equal parts nostalgia and new.",9/12/2022,2,21:34,27,22,"3127, 3120, 3125, 3126, 3103",https://open.spotify.com/playlist/1b70HpvEoxQA69phAfM6Sg?si=96b569e50ede4177,2350,2176,"32, 42, 51, 90, 62",classic,692,,,858
Quick Hits Guilty Pleasures,It's a Funk and Disco throwback with Coach Dwana. A short-form workout that's a one-two punch of 70s and 80s radio-ready Pop you can't not dance to!,9/18/2022,1,11:16,32,19,"1816, 2425",https://open.spotify.com/playlist/3jHTX2w65xkoRuZ2iHsOVT,2362,997,"78, 68",classic,307,,,359
Quick Hits Pros Only,"Catch the greased lightning with Coach Mark in this thunderous, stormy 80s Metal short-form workout.",9/18/2022,3,10:47,33,20,"1630, 2600",https://open.spotify.com/playlist/40iKcab8lASiHqorvtmuim,2360,2137,"156, 136",classic,566,,,464
"Self Love ""I Am Worthy""","There is no growth without perseverance in the face of adversity, no sense of accomplishment without sustained effort and dedication. Discover how far your fitness journey can take you in this fantastically fun workout with Coach Chesney.",9/17/2022,1,15:41,34,"19, 20","3036, 355, 2511, 2751",https://open.spotify.com/playlist/399eGI4ICtc6Vh4kUdyQIn?si=822f7ccb9b574727,2327,978,"67, 17, 101, 146",classic,332,,,457
"Glutacious “Bounce to the Bum Bum Beat""","Get out of your head and into the Glutacious groove, athlete! Light up those legs and glutes alongside Coach Mark with maps specifically designed to focus on lower body activation.",9/14/2022,3,21:46,33,"19, 22","1883, 1153, 1495, 1440, 2236",https://open.spotify.com/playlist/4Bq3hKYNwFe8R4X6yRY01q?si=6b10556c8e144c39,2382,3089,"5, 59, 69, 159, 145",classic,982,,,1217
Quick Hits Pop Till You Drop,"While this might be a Dance Pop Quick Hit with Coach Dwana, the candy-sweet hooks it's built on will be ping-ponging around in your head for a long time.",9/11/2022,1,9:13,32,19,"2764, 2771",https://open.spotify.com/playlist/0naMjFKNQVRM7ahXg066B9,2348,530,"91, 93",boxing,224,317,,1
Swedish House Mafia Artist Series,Box to the beat with epic Electronic supergroup Swedish House Mafia. Get drawn in like a moth to a flame in this electric Supernatural Artist series workout with Coach Leanne.,9/12/2022,3,20:29,25,22,"3120, 3119, 3121, 3118, 1979",https://open.spotify.com/playlist/0qFiMVSZzbAMMJprXuphFc?si=55d8e955a5d8412f,2349,2052,"108, 1, 58, 59, 161",boxing,803,874,,1
"Rock The Classics ""Guess Who's Back""",Crash smack-dab into the late 60s and early 70s with this Classic Rock crate of greats with Coach Mark.,9/13/2022,2,19:17,33,20,"3122, 2975, 3123, 1256",https://open.spotify.com/playlist/1Wzow3uAEpR0QsSrZ6avH5,2365,1378,"95, 116, 140, 28",boxing,628,1051,,1
"Pop Till You Drop ""Happy Habits""","Coach Dwana is pulling you high up into the clouds for this energetic yet soft, buoyant dance through present-day Pop hits.",9/13/2022,1,22:56,32,19,"1294, 2175, 272, 1987, 3109, 1293",https://open.spotify.com/playlist/4w3asXzJdu0yYraYVNmFuX,2353,1703,"142, 29, 155, 48, 117, 65",classic,663,,,1075
Quick Hits A Call To Arms,"Get down for a Quick (Hits) dance with Coach Mark that's all spirited, colorful Pop—with a twist.",9/18/2022,2,9:24,33,19,"2535, 2085",https://open.spotify.com/playlist/7M0P2ApXsKGDRizjVwjOKi,2361,923,"92, 47",classic,185,,,3
"Dance Around The World ""Baila Conmigo""",Celebrate the kickoff of Hispanic + Latinx Heritage month by taking a trip around Latin America with Coach Dwana. Experience different forms of music and dance styles and immerse yourself in the diverse vibrancy of these cultures.,9/15/2022,2,18:17,32,104,"1825, 3133, 3134, 3135, 3136",https://open.spotify.com/playlist/3EjFdc6qkPhbO0zoGMFurt?si=6254729b9290422b,2356,1807,"167, 45, 52, 16, 61",classic,607,,,820
"Moment @ Gruta da Pratinha, Brazil","Dazzle at the crystal clear water from inside this silver grotto in Brazil. To enjoy this moment without music, hit the menu button on your left controller to adjust the volume. [Experimental]",9/16/2022,4,10:04,31,,1302,,2563,0,173,meditation,,,,0
Quick Hits Strut,Kick it for a Quick Hit with Coach Mindy in this fun pairing of cool hip hop and upbeat soul dance party.,9/11/2022,2,8:35,40,23,"2532, 2533",https://open.spotify.com/playlist/2lxHbh9TrpFvnIYdPBCu5q?si=0fde17a6172640d4,2332,589,"45, 62",boxing,245,351,,1
"Molten Rock ""Up, Down, High, Low""",Heads up athlete! This modern Rock playlist is sure to get you moving in every direction. As if Coach Leanne was even going to give you a choice in the matter anyway.,9/17/2022,2,15:50,25,20,"1984, 3005, 1755, 3006",https://open.spotify.com/playlist/0ukHu48105XNnBnPiwvajF?si=3fecb211af794c7c,2238,956,"98, 37, 44, 135",boxing,411,595,,1
"Meditation ""Different""",You were never meant to be the same as everyone else. Accept being different. It’s what makes you unique and gives the world the diversity it needs.,9/17/2022,4,7:01,28,,,,2359,0,,meditation,,,,0
"Hip Hop You Don't Stop ""Get the Best of You""",Coach Doc is giving you a lesson in old-school late-80s and 90s classic Hip Hop. A buzzy and fun trip through the most energetic rap tracks from the genre's golden era.,9/16/2022,3,20:19,28,21,"3111, 1397, 3110, 482, 490",https://open.spotify.com/playlist/2PAIA9jDvhv4JI0OCf8cjc,2328,3282,"53, 107, 34, 58, 2",classic,813,,,523
"Rock Boom Baby ""Hangin' On Strong""","No matter where you are, no matter how far, athlete; we've got you! Spar with soul to these Motown classics alongside Coach Dwana.",9/14/2022,1,13:38,32,23,"476, 3114, 3115, 447",https://open.spotify.com/playlist/3m8gdv2ISjaLZP0n9ffBBE?si=76e9ba4e5dc2442f,2355,661,"165, 87, 95, 94",boxing,289,410,,1
"Broken Dreams Team ""Taking Me Higher""","Get to the heart of it, athlete! Fall hard alongside Coach Leanne to this set of explosive Alt Pop love songs.",9/16/2022,1,13:02,25,20,"3107, 2912, 3108",https://open.spotify.com/playlist/2Fq2SY6z2Li5yh4cgEIUut?si=7b04449b0ac1478c,2351,619,"75, 160, 18",boxing,276,431,,1
Quick Hits Power,"Wind it up with all the energy you can muster: Coach Doc may be taking you on a short-form workout, but it's all brawny Hard Rock that goes zero to sixty in a blink.",9/11/2022,3,8:08,28,20,"1964, 2927",https://open.spotify.com/playlist/1lSgAkl8sOkp1pIrJ5GlN0,2346,715,"127, 156",boxing,252,197,,1
"Just Dance ""Dance Yourself Free""","This is the time and place you've been waiting for to dance your cares away. Whatever has been chasing you around, give it the slip with Coach Mindy as you work through an infectiously fun dance pop playlist.",9/15/2022,3,12:37,40,"19, 22","2210, 1504, 1900",https://open.spotify.com/playlist/5mG5xmBnuCv0Zsl7O3lx4j?si=4febe31508bc4102,2331,986,"71, 93, 38",boxing,417,564,,1
"Superfreak ""Sample Series""","You're a true original, athlete! Just like these original R&B/Soul songs that we all know and love. Coach Dwana has the 411 on how these classic tracks were sampled years later to create some of your favorite Hip Hop tracks.",9/19/2022,2,21:19,32,23,"761, 301, 532, 473, 1707",https://open.spotify.com/playlist/5UShfwIi2TiFLoSP0AECEB?si=88da561f4f144c1b&nd=1,2402,2660,"118, 41, 180, 92, 60",classic,729,,,659
"Hip Hop You Don't Stop ""Sample Series""",Get ready for Coach Doc to take you to school in this throwback Hip Hop playlist that pays homage to the classic R&B and Soul samples making these modern songs possible.,9/19/2022,2,24:09:00,28,21,"482, 3321, 293, 294, 1991",https://open.spotify.com/playlist/0Fo557V9n7qzB8krMQh3ZM?si=96e95077a0904172&nd=1,2403,1690,"62, 55, 27, 38, 52",boxing,736,1050,,1
"The Drop ""Raise It Up""",Get ready to drop it down and raise it right back up as Coach Mindy leads you through a low intensity workout set to a high energy EDM playlist. Lift those hands to the sky once you've achieved victory.,9/20/2022,1,10:20,40,22,"613, 1185, 611",https://open.spotify.com/playlist/5RjnV4poDWYcJ3oHWvesWk?si=e0bbfd8cb86f4993,2330,527,"104, 3, 52",boxing,233,361,,1
